row_idx,category,y_qwen,y_internvl,p_qwen,p_internvl,agreement_case
55,descriptive,1,1,0.8257156830870123,0.9092439221501698,both_correct
56,descriptive,1,1,0.9018168673789684,0.5865223400643358,both_correct
57,descriptive,0,0,0.6318860868285425,0.2184535284377075,both_wrong
58,descriptive,1,1,0.8727031179007294,0.7066650530983505,both_correct
59,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
60,descriptive,1,1,0.8437130340897592,0.7765603604234984,both_correct
61,descriptive,1,1,0.9062165833590786,0.9459482200628961,both_correct
62,descriptive,1,1,0.8876920867090565,0.9397427982000155,both_correct
63,descriptive,1,1,0.9842971296249172,0.9529760609623998,both_correct
64,descriptive,1,1,0.9811023026068252,0.9473013559545798,both_correct
65,descriptive,1,1,0.9471064501544846,0.9572605067131182,both_correct
66,descriptive,1,1,0.94103769564575,0.8939753109459582,both_correct
67,descriptive,1,1,0.8715666960038267,0.9070204592018432,both_correct
68,descriptive,1,1,0.8846063620245936,0.6962020624896333,both_correct
69,descriptive,1,1,0.8155760630173488,0.6183077697608819,both_correct
70,descriptive,1,1,0.7438411796938995,0.6392849170458133,both_correct
71,descriptive,1,1,0.9567644053908617,0.9483701432676671,both_correct
72,descriptive,0,1,0.8287395658623257,0.7537991586836811,internvl_only
73,descriptive,1,0,0.7945060067057906,0.7111733852021493,qwen_only
74,descriptive,1,1,0.9463853647614554,0.918784147432595,both_correct
75,descriptive,1,1,0.9805667446304486,0.9620750028600566,both_correct
76,descriptive,1,1,0.9690966767076895,0.9561253948546546,both_correct
77,descriptive,1,1,0.9034322313858384,0.9286574347247384,both_correct
78,descriptive,1,1,0.9018168673789684,0.5865223400643358,both_correct
79,descriptive,1,1,0.8251424038287691,0.5937420258127423,both_correct
80,descriptive,1,1,0.9006786163558698,0.7731848715367188,both_correct
81,descriptive,1,1,0.8558987140356058,0.8367886256245588,both_correct
82,descriptive,1,1,0.9457296776418683,0.9615879992809174,both_correct
83,descriptive,1,1,0.862319243935521,0.8871514207163212,both_correct
84,descriptive,1,1,0.8795161616932285,0.9193906122082912,both_correct
85,descriptive,1,1,0.9812326403724485,0.9597350330390154,both_correct
86,descriptive,1,0,0.9656550716456932,0.9663617651130443,qwen_only
87,descriptive,1,1,0.8957312252426519,0.9441745222131812,both_correct
88,descriptive,1,1,0.8981666220593908,0.9349821974514767,both_correct
89,descriptive,1,1,0.8450143516243752,0.9483528662511351,both_correct
90,descriptive,0,0,0.6778288784736665,0.2463510358241647,both_wrong
91,descriptive,1,1,0.9150670116197404,0.9190829815720857,both_correct
92,descriptive,1,1,0.6993975172476053,0.6754373261265424,both_correct
93,descriptive,1,1,0.9553946889701957,0.9511632635025684,both_correct
94,descriptive,1,1,0.8825530165552042,0.9052723314168057,both_correct
95,descriptive,1,1,0.8870416357906663,0.9321976698881754,both_correct
96,descriptive,1,1,0.9803396500147391,0.9370291733469313,both_correct
97,descriptive,1,1,0.8960441421899764,0.9002634590962688,both_correct
98,descriptive,1,1,0.9309867470140405,0.8425714335972577,both_correct
99,descriptive,1,1,0.9082711253122923,0.9338786682532114,both_correct
100,descriptive,1,0,0.6318860868285425,0.2184535284377075,qwen_only
101,descriptive,1,1,0.7611101692501476,0.6607906174415445,both_correct
102,descriptive,1,1,0.9703780160340237,0.9767463642426598,both_correct
103,descriptive,1,1,0.9558811433292127,0.9559535302766946,both_correct
104,descriptive,1,1,0.9003150358406259,0.776625943241074,both_correct
105,descriptive,0,1,0.9252210589492571,0.9631898802132867,internvl_only
106,descriptive,1,1,0.9108457889006277,0.9545108770893845,both_correct
107,descriptive,0,0,0.9217373463528734,0.9385407911633776,both_wrong
108,descriptive,1,1,0.9386580709177385,0.9842948355192777,both_correct
109,descriptive,1,1,0.7761880206626893,0.7745557890246149,both_correct
110,descriptive,1,1,0.9316803996507032,0.9130409216239389,both_correct
111,descriptive,1,1,0.9031022266723691,0.7058188031326872,both_correct
112,descriptive,0,1,0.7673512740388101,0.9015852065099982,internvl_only
113,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
114,descriptive,1,1,0.8373672336276448,0.757965578389301,both_correct
115,descriptive,1,1,0.8942948425137061,0.9096881425977977,both_correct
116,descriptive,1,1,0.8827752093721026,0.8942432097299485,both_correct
117,descriptive,1,1,0.8827577834928848,0.9238579074692318,both_correct
118,descriptive,1,1,0.9702799771632957,0.9349996718331048,both_correct
119,descriptive,1,1,0.9434236510116664,0.8298967423986079,both_correct
120,descriptive,1,1,0.8934398117258725,0.9032040582680072,both_correct
121,descriptive,1,1,0.933585872439723,0.9057034171648927,both_correct
122,descriptive,1,1,0.8924165126847964,0.9389324357032703,both_correct
123,descriptive,1,1,0.8609885576184121,0.5529347531823334,both_correct
124,descriptive,1,0,0.8568984664791517,0.7822069288630161,qwen_only
125,descriptive,1,0,0.7711488327342545,0.6739427810879711,qwen_only
126,descriptive,1,1,0.8282345690492319,0.7413719057625111,both_correct
127,descriptive,1,0,0.7953656427430259,0.5840647041038279,qwen_only
128,descriptive,1,1,0.910393489453406,0.9159549882710695,both_correct
129,descriptive,1,1,0.9602027068054205,0.961392987068789,both_correct
130,descriptive,1,1,0.9617237245788645,0.9798701933096827,both_correct
131,descriptive,1,1,0.9265441207370543,0.9535801000348434,both_correct
132,descriptive,1,1,0.9447180301297086,0.9523377446543797,both_correct
133,descriptive,1,0,0.8294606019357269,0.7483343884631665,qwen_only
134,descriptive,1,0,0.6337311736013617,0.8131152293532544,qwen_only
135,descriptive,1,1,0.8948612993509181,0.8606491528072755,both_correct
136,descriptive,1,1,0.8941265408432987,0.8899289927558623,both_correct
137,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
138,descriptive,1,1,0.8796085516961174,0.8937122287080271,both_correct
139,descriptive,1,1,0.8780978773985302,0.7645438747449387,both_correct
140,descriptive,1,1,0.9673232473706687,0.8841785846825158,both_correct
141,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
142,descriptive,1,1,0.9282628566361627,0.9421188597182275,both_correct
143,descriptive,1,1,0.9417166463549259,0.8652898050074465,both_correct
144,descriptive,1,0,0.7704719882675767,0.7779192860243362,qwen_only
145,descriptive,0,1,0.5206434534847623,0.49341396990657516,internvl_only
146,descriptive,1,1,0.8994352110731338,0.9082336712300517,both_correct
147,descriptive,1,1,0.7314358343585036,0.77320037760788,both_correct
148,descriptive,1,1,0.9213148513913576,0.912452245851978,both_correct
149,descriptive,1,1,0.8209105966596537,0.807131730010098,both_correct
150,descriptive,0,0,0.8634559115823162,0.8770037541943027,both_wrong
151,descriptive,1,1,0.9662782730449226,0.9417481464200342,both_correct
152,descriptive,1,1,0.803458638556755,0.8373267488353675,both_correct
153,descriptive,1,1,0.9755357902417607,0.9678858691015728,both_correct
154,descriptive,1,1,0.9514091602343128,0.9464671686500484,both_correct
155,descriptive,1,1,0.8971446194348414,0.92259086900526,both_correct
156,descriptive,1,0,0.776305022577724,0.6151716451759227,qwen_only
157,descriptive,1,1,0.9296024500033951,0.8553999880105767,both_correct
158,descriptive,1,1,0.9023722086967172,0.7957608592410186,both_correct
159,descriptive,1,0,0.7940881455094937,0.5908803918872186,qwen_only
160,descriptive,1,1,0.8400283898849676,0.8785026381450334,both_correct
161,descriptive,0,0,0.8685257388549462,0.8539228153020542,both_wrong
162,descriptive,1,1,0.9694739220575983,0.957104114900218,both_correct
163,descriptive,1,1,0.9656550716456932,0.9663617651130443,both_correct
164,descriptive,1,0,0.9214083515392172,0.8190936355549016,qwen_only
165,descriptive,1,1,0.8152542040211336,0.899457057536945,both_correct
166,descriptive,1,1,0.7673512740388101,0.9015852065099982,both_correct
167,descriptive,1,1,0.9212538029625679,0.9325956584823233,both_correct
168,descriptive,1,1,0.82710144267204,0.7086832789332371,both_correct
169,descriptive,1,1,0.8522525513070089,0.7559531312955273,both_correct
170,descriptive,1,0,0.702115818051133,0.6666841853563469,qwen_only
171,descriptive,1,1,0.8242213539338143,0.8613442056885574,both_correct
172,descriptive,1,1,0.8145184851482848,0.7825778286915052,both_correct
173,descriptive,1,1,0.987230343501954,0.9511602436591653,both_correct
174,descriptive,1,1,0.9750739640639086,0.9635709980009444,both_correct
175,descriptive,1,1,0.9463353177890124,0.9291578994693942,both_correct
176,descriptive,1,1,0.8805170113737754,0.9538511994789284,both_correct
177,descriptive,1,1,0.8561571761083631,0.9291485389301055,both_correct
178,descriptive,0,0,0.6778288784736665,0.2463510358241647,both_wrong
179,descriptive,1,1,0.8792709494476401,0.7737380471753746,both_correct
180,descriptive,1,1,0.7720586556604904,0.6348370824780165,both_correct
181,descriptive,0,0,0.895579303703006,0.9175297476315527,both_wrong
182,descriptive,1,1,0.9550542468623223,0.9551541061765124,both_correct
183,descriptive,1,1,0.8538091821577795,0.9331497670173294,both_correct
184,descriptive,1,1,0.9826177760912984,0.9386532588822198,both_correct
185,descriptive,1,1,0.9803759868440809,0.9864223429422898,both_correct
186,descriptive,1,1,0.960157880025418,0.981570013245209,both_correct
187,descriptive,1,1,0.949049254657884,0.9071024827327469,both_correct
188,descriptive,1,0,0.7603066014772738,0.20035391027861388,qwen_only
189,descriptive,1,0,0.6778288784736665,0.2463510358241647,qwen_only
190,descriptive,1,1,0.8493660436367702,0.7751471374915234,both_correct
191,descriptive,0,1,0.6993975172476053,0.6754373261265424,internvl_only
192,descriptive,1,1,0.9183281655795896,0.9470487311091517,both_correct
193,descriptive,1,1,0.836050462000187,0.9089029873371044,both_correct
194,descriptive,0,1,0.7939507661622072,0.7557245840417447,internvl_only
195,descriptive,1,1,0.9548278521261818,0.9263136711806107,both_correct
196,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
197,descriptive,1,0,0.8960441421899764,0.9002634590962688,qwen_only
198,descriptive,1,1,0.9554988133786235,0.9132548374420695,both_correct
199,descriptive,1,1,0.7205143811166697,0.8704695605938394,both_correct
200,descriptive,1,1,0.8006231152021659,0.8992355956133584,both_correct
201,descriptive,1,0,0.6993975172476053,0.6754373261265424,qwen_only
202,descriptive,1,1,0.9003150358406259,0.776625943241074,both_correct
203,descriptive,0,0,0.731037878709804,0.6534319551730559,both_wrong
204,descriptive,1,1,0.937324361108403,0.9533354139635775,both_correct
205,descriptive,1,1,0.9089462251384798,0.916352864056517,both_correct
206,descriptive,1,1,0.9594530121165581,0.8843403666482408,both_correct
207,descriptive,0,1,0.8496852557236599,0.8174101114001149,internvl_only
208,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
209,descriptive,1,1,0.9500007632856969,0.9144498160166443,both_correct
210,descriptive,1,1,0.8944743204993902,0.9257114141490175,both_correct
211,descriptive,1,1,0.9162075329764873,0.7702570906483106,both_correct
212,descriptive,1,1,0.8792709494476401,0.7737380471753746,both_correct
213,descriptive,1,1,0.8829871560826256,0.8898368343733618,both_correct
214,descriptive,1,1,0.917253856300042,0.8086337998389656,both_correct
215,descriptive,1,1,0.8522929772643315,0.8484797725486733,both_correct
216,descriptive,1,1,0.8486702082496917,0.9306995718732671,both_correct
217,descriptive,1,1,0.9604734858633112,0.9260621882800135,both_correct
218,descriptive,1,0,0.803458638556755,0.8373267488353675,qwen_only
219,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
220,descriptive,1,0,0.8695422629769468,0.8116485195768771,qwen_only
221,descriptive,0,1,0.5206434534847623,0.49341396990657516,internvl_only
222,descriptive,1,1,0.9458568928682456,0.9689414089080355,both_correct
223,descriptive,1,1,0.8037461910837047,0.740093800052822,both_correct
224,descriptive,0,1,0.7780149802679815,0.7399755655542525,internvl_only
225,descriptive,1,1,0.8856329684814056,0.7960805920118402,both_correct
226,descriptive,1,1,0.8685387518014062,0.9219598202841762,both_correct
227,descriptive,1,1,0.8535742709634292,0.7972428730697211,both_correct
228,descriptive,1,1,0.9454765857940253,0.9804411469383149,both_correct
229,descriptive,1,1,0.8855004469584228,0.8829012649545138,both_correct
230,descriptive,1,1,0.9116304232453125,0.8670302455145653,both_correct
231,descriptive,0,0,0.749247461208811,0.8906636345247106,both_wrong
232,descriptive,0,0,0.700315339748906,0.4107978719516644,both_wrong
233,descriptive,1,1,0.8729674953626568,0.8227178488814312,both_correct
234,descriptive,1,0,0.8468622480704718,0.7161608772748894,qwen_only
235,descriptive,0,0,0.7849911470346679,0.6317250163185941,both_wrong
236,descriptive,0,0,0.8818516497816025,0.7546829843451127,both_wrong
237,descriptive,1,1,0.871850511280218,0.7802472755645894,both_correct
238,descriptive,1,1,0.874920085413049,0.870507135450502,both_correct
239,descriptive,1,1,0.9866925144024347,0.9669391136653933,both_correct
240,descriptive,1,1,0.803458638556755,0.8373267488353675,both_correct
241,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
242,descriptive,1,0,0.9312931224024181,0.919912304022712,qwen_only
243,descriptive,1,0,0.6318860868285425,0.2184535284377075,qwen_only
244,descriptive,1,1,0.8849900444801138,0.963768592251381,both_correct
245,descriptive,1,1,0.8132493654792126,0.7417075381773554,both_correct
246,descriptive,1,1,0.8551894136497218,0.8266603452773166,both_correct
247,descriptive,1,1,0.9103040164660958,0.919043383381361,both_correct
248,descriptive,1,1,0.8362596466850746,0.7891170261238626,both_correct
249,descriptive,1,1,0.8843275747710668,0.8721746890318394,both_correct
250,descriptive,1,1,0.9618528274339545,0.9590813690501729,both_correct
251,descriptive,1,1,0.9488479740523573,0.9558134698127733,both_correct
252,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
253,descriptive,1,1,0.8575043685832273,0.9283432415072748,both_correct
254,descriptive,1,1,0.814420675274288,0.6965952199989299,both_correct
255,descriptive,0,0,0.776305022577724,0.6151716451759227,both_wrong
256,descriptive,1,1,0.9179869278301152,0.9373755338578598,both_correct
257,descriptive,0,1,0.8024739051140588,0.6271063558073549,internvl_only
258,descriptive,1,1,0.9150291487967975,0.8351621131953427,both_correct
259,descriptive,0,1,0.9312264671453372,0.934111440234561,internvl_only
260,descriptive,1,1,0.8550310431512274,0.816135815118038,both_correct
261,descriptive,1,1,0.9033685861324297,0.8880894496261064,both_correct
262,descriptive,0,1,0.8957312252426519,0.9441745222131812,internvl_only
263,descriptive,0,1,0.803458638556755,0.8373267488353675,internvl_only
264,descriptive,1,1,0.7927065661855106,0.953646826347773,both_correct
265,descriptive,1,1,0.8045162870467362,0.6419299268850136,both_correct
266,descriptive,0,1,0.700315339748906,0.4107978719516644,internvl_only
267,descriptive,1,0,0.863747136443219,0.7670837172592297,qwen_only
268,descriptive,1,1,0.9066285767225738,0.9202644046713873,both_correct
269,descriptive,1,1,0.7905128975793836,0.7496871094220474,both_correct
270,descriptive,1,1,0.9152217932983198,0.9120867453390807,both_correct
271,descriptive,1,1,0.8332811377398008,0.7374412957029167,both_correct
272,descriptive,1,1,0.9796694455109103,0.9740325640570286,both_correct
273,descriptive,1,1,0.9794000604499196,0.9751430769062245,both_correct
274,descriptive,1,1,0.803458638556755,0.8373267488353675,both_correct
275,descriptive,0,1,0.8438422544190647,0.6616329280190754,internvl_only
276,descriptive,1,0,0.8856696133118621,0.5590710273855578,qwen_only
277,descriptive,1,1,0.7749068663926056,0.912427198096869,both_correct
278,descriptive,1,1,0.9195017674492952,0.8919202565113554,both_correct
279,descriptive,1,1,0.8985398188210523,0.8896675725033291,both_correct
280,descriptive,1,1,0.8986626834172364,0.8497400930072954,both_correct
281,descriptive,1,0,0.8522929772643315,0.8484797725486733,qwen_only
282,descriptive,1,1,0.8835265035048663,0.8851109704021435,both_correct
283,descriptive,0,0,0.9509884641166078,0.9337116237069493,both_wrong
284,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
285,descriptive,1,1,0.9705565770157281,0.9626230922965372,both_correct
286,descriptive,1,1,0.8742938084437004,0.9456993074628653,both_correct
287,descriptive,0,0,0.6519284365779575,0.1758396239440739,both_wrong
288,descriptive,1,1,0.9072499661981175,0.9501623845945432,both_correct
289,descriptive,0,0,0.7526319397787454,0.6247098003798387,both_wrong
290,descriptive,1,1,0.8326349697118323,0.7137004403562833,both_correct
291,descriptive,1,1,0.879666814925724,0.8795178481385947,both_correct
292,descriptive,1,1,0.7939507661622072,0.7557245840417447,both_correct
293,descriptive,1,1,0.8700670220965605,0.8392126074070647,both_correct
294,descriptive,1,1,0.9781065101735181,0.9571235546757463,both_correct
295,descriptive,1,1,0.803458638556755,0.8373267488353675,both_correct
296,descriptive,1,1,0.9735651866576689,0.9395212445021067,both_correct
297,descriptive,0,0,0.8570102123835962,0.946231199579179,both_wrong
298,descriptive,1,1,0.9115342842142313,0.9553003154735658,both_correct
299,descriptive,1,0,0.9480306529843708,0.6253986919983816,qwen_only
300,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
301,descriptive,1,0,0.8792709494476401,0.7737380471753746,qwen_only
302,descriptive,1,1,0.9485891168122944,0.9379426845500264,both_correct
303,descriptive,1,1,0.9338680702244144,0.955330064804894,both_correct
304,descriptive,1,1,0.9540867617758054,0.9480144572354389,both_correct
305,descriptive,1,1,0.9644907971435127,0.9417636902155011,both_correct
306,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
307,descriptive,1,1,0.9690966767076895,0.9561253948546546,both_correct
308,descriptive,1,1,0.7919523277222623,0.8725634528815254,both_correct
309,descriptive,1,1,0.9024982587866018,0.496066879999921,both_correct
310,descriptive,1,1,0.6318860868285425,0.2184535284377075,both_correct
311,descriptive,1,1,0.7548252260234163,0.6445863098926328,both_correct
312,descriptive,1,1,0.8941999200636365,0.8133927252227164,both_correct
313,descriptive,1,1,0.8663695502278828,0.7222442834177585,both_correct
314,descriptive,0,0,0.8670803038392815,0.7869887629541417,both_wrong
315,descriptive,1,1,0.8743794377407506,0.7918720705318678,both_correct
316,descriptive,1,1,0.9535036302611736,0.9049015870819446,both_correct
317,descriptive,0,1,0.8960441421899764,0.9002634590962688,internvl_only
318,descriptive,1,1,0.900987345028395,0.9450128052571437,both_correct
319,descriptive,1,1,0.9010654398436128,0.9372837280012268,both_correct
320,descriptive,1,0,0.7603066014772738,0.20035391027861388,qwen_only
321,descriptive,1,1,0.9201533174856377,0.8668738645070194,both_correct
322,descriptive,1,1,0.8388410536811565,0.7987164211505456,both_correct
323,descriptive,1,1,0.6498216470083442,0.6525781202419642,both_correct
324,descriptive,1,1,0.9183281655795896,0.9470487311091517,both_correct
325,descriptive,1,1,0.7823583845100123,0.7848310728705739,both_correct
326,descriptive,1,1,0.8852358364650932,0.9496053747879032,both_correct
327,descriptive,1,1,0.9524804314337332,0.9598832795249507,both_correct
328,descriptive,1,1,0.9434236510116664,0.8298967423986079,both_correct
329,descriptive,1,1,0.9323727285277106,0.9245546245724507,both_correct
330,descriptive,1,1,0.9256346651155437,0.8560332015898151,both_correct
331,descriptive,1,1,0.8926045382219022,0.8005539439994943,both_correct
332,descriptive,1,1,0.8856696133118621,0.5590710273855578,both_correct
333,descriptive,1,1,0.8005326550709334,0.639047866042429,both_correct
334,descriptive,1,1,0.8982633931718125,0.9279376624695549,both_correct
335,descriptive,1,1,0.9327038503440792,0.885048992787762,both_correct
336,descriptive,1,1,0.8660216540080351,0.8668399678262008,both_correct
337,descriptive,1,0,0.8588050232050539,0.7948208623250932,qwen_only
338,descriptive,1,1,0.9688241535706136,0.9322735279938944,both_correct
339,descriptive,1,1,0.9551079696871884,0.9353172070979677,both_correct
340,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
341,descriptive,1,1,0.9044995017661991,0.935370783871359,both_correct
342,descriptive,1,0,0.8608967142608035,0.49950663774534587,qwen_only
343,descriptive,1,1,0.4678730400319151,0.5819074870751276,both_correct
344,descriptive,1,1,0.8912077993564463,0.7912891607278154,both_correct
345,descriptive,0,1,0.9257014329436662,0.9219496327528413,internvl_only
346,descriptive,1,1,0.893881741815689,0.8429675372741225,both_correct
347,descriptive,1,1,0.8884464904459118,0.8966807354346809,both_correct
348,descriptive,1,1,0.869591595240981,0.9249335635403257,both_correct
349,descriptive,1,1,0.9589722058058213,0.9162721790133064,both_correct
350,descriptive,1,1,0.9603811095031736,0.9628304572668704,both_correct
351,descriptive,1,1,0.8438311420267284,0.8454911383922833,both_correct
352,descriptive,0,1,0.933585872439723,0.9057034171648927,internvl_only
353,descriptive,1,1,0.8178307060325808,0.8904101081485744,both_correct
354,descriptive,0,0,0.6318860868285425,0.2184535284377075,both_wrong
355,descriptive,1,1,0.7739578778044044,0.7264721790231464,both_correct
356,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
357,descriptive,1,1,0.9131926752039778,0.9111961255656531,both_correct
358,descriptive,1,1,0.8896122245535114,0.8291209632133447,both_correct
359,descriptive,1,1,0.8670444812000044,0.8921026665828108,both_correct
360,descriptive,1,1,0.9411473128886247,0.9562338762937176,both_correct
361,descriptive,1,0,0.9441046602459776,0.9107497596237868,qwen_only
362,descriptive,1,1,0.9074533364991051,0.9246542924749832,both_correct
363,descriptive,1,1,0.748209064173035,0.8771538137203794,both_correct
364,descriptive,1,1,0.8449623806651042,0.665819849635463,both_correct
365,descriptive,1,1,0.7159195955889369,0.9124015002690998,both_correct
366,descriptive,1,1,0.9332405146200963,0.9490172819841982,both_correct
367,descriptive,1,1,0.8792012095309235,0.7614359622355807,both_correct
368,descriptive,1,0,0.9003150358406259,0.776625943241074,qwen_only
369,descriptive,0,0,0.8137187554297443,0.6455754368185734,both_wrong
370,descriptive,1,1,0.916800595335877,0.9485639418292348,both_correct
371,descriptive,0,1,0.9292200121484236,0.9290631480716375,internvl_only
372,descriptive,1,1,0.8934398117258725,0.9032040582680072,both_correct
373,descriptive,1,1,0.9551079696871884,0.9353172070979677,both_correct
374,descriptive,1,1,0.9300622996917024,0.937725719916479,both_correct
375,descriptive,0,1,0.5456328704070382,0.6717872613942067,internvl_only
376,descriptive,1,0,0.6778288784736665,0.2463510358241647,qwen_only
377,descriptive,1,1,0.9124404013515537,0.8605315656099561,both_correct
378,descriptive,1,1,0.8874060673262033,0.9157654923330505,both_correct
379,descriptive,1,1,0.940931910075358,0.9198727688323385,both_correct
380,descriptive,1,0,0.8608571427075035,0.9392002014161478,qwen_only
381,descriptive,1,1,0.8437074636456687,0.897096320680454,both_correct
382,descriptive,1,1,0.9866925144024347,0.9669391136653933,both_correct
383,descriptive,1,1,0.9551079696871884,0.9353172070979677,both_correct
384,descriptive,1,1,0.803458638556755,0.8373267488353675,both_correct
385,descriptive,1,1,0.9631080025235933,0.9086332875380096,both_correct
386,descriptive,1,1,0.6519284365779575,0.1758396239440739,both_correct
387,descriptive,1,1,0.8449623806651042,0.665819849635463,both_correct
388,descriptive,1,1,0.902286450637819,0.9143032281394462,both_correct
389,descriptive,1,1,0.8877526320797495,0.8152035954423182,both_correct
390,descriptive,1,1,0.902177092668916,0.9025990657980386,both_correct
391,descriptive,1,1,0.8482133232432673,0.8936646683597814,both_correct
392,descriptive,1,1,0.8570606065656815,0.9608648710916217,both_correct
393,descriptive,1,1,0.9666902761585716,0.9751206826481829,both_correct
394,descriptive,1,1,0.9214083515392172,0.8190936355549016,both_correct
395,descriptive,0,1,0.803458638556755,0.8373267488353675,internvl_only
396,descriptive,1,1,0.8964416623869372,0.9127866753851266,both_correct
397,descriptive,1,1,0.8694984105551726,0.8220331775425629,both_correct
398,descriptive,1,1,0.5940567098277432,0.7960429798621157,both_correct
399,descriptive,1,1,0.9438128154556329,0.9042198790143173,both_correct
400,descriptive,0,1,0.8142782429679909,0.6795638823467726,internvl_only
401,descriptive,1,0,0.9237282904633917,0.8883374313901024,qwen_only
402,descriptive,1,1,0.8312903606799968,0.8910190560295902,both_correct
403,descriptive,1,1,0.8372209744404858,0.7150371434812213,both_correct
404,descriptive,1,1,0.9295016419657461,0.8724338197937604,both_correct
405,descriptive,1,1,0.9254685824776189,0.970045201256715,both_correct
406,descriptive,0,1,0.883251199831693,0.8825650403451448,internvl_only
407,descriptive,1,1,0.9104513195621221,0.9022475993437126,both_correct
408,descriptive,1,0,0.9018168673789684,0.5865223400643358,qwen_only
